,Date,Close
0,2015-11-02T00:00:00.000,11.8
1,2015-11-09T00:00:00.000,11.62
2,2015-11-16T00:00:00.000,11.71
3,2015-11-23T00:00:00.000,11.78
4,2015-11-30T00:00:00.000,11.85
5,2015-12-07T00:00:00.000,12.11
6,2015-12-14T00:00:00.000,11.8
7,2015-12-21T00:00:00.000,12.24
8,2015-12-28T00:00:00.000,11.76
9,2016-01-04T00:00:00.000,11.33
10,2016-01-11T00:00:00.000,10.22
11,2016-01-18T00:00:00.000,9.99
12,2016-01-25T00:00:00.000,9.88
13,2016-02-01T00:00:00.000,9.65
14,2016-02-08T00:00:00.000,8.85
15,2016-02-15T00:00:00.000,9.97
16,2016-02-22T00:00:00.000,9.98
17,2016-02-29T00:00:00.000,10.16
18,2016-03-07T00:00:00.000,9.41
19,2016-03-14T00:00:00.000,9.98
20,2016-03-21T00:00:00.000,10.05
21,2016-03-28T00:00:00.000,9.22
22,2016-04-04T00:00:00.000,9.6
23,2016-04-11T00:00:00.000,9.43
24,2016-04-18T00:00:00.000,10.68
25,2016-04-25T00:00:00.000,11.62
26,2016-05-02T00:00:00.000,11.76
27,2016-05-09T00:00:00.000,11.21
28,2016-05-16T00:00:00.000,11.34
29,2016-05-23T00:00:00.000,11.88
30,2016-05-30T00:00:00.000,11.6
31,2016-06-06T00:00:00.000,11.74
32,2016-06-13T00:00:00.000,10.93
33,2016-06-20T00:00:00.000,10.3
34,2016-06-27T00:00:00.000,10.99
35,2016-07-04T00:00:00.000,10.28
36,2016-07-11T00:00:00.000,10.97
37,2016-07-18T00:00:00.000,9.56
38,2016-07-25T00:00:00.000,9.75
39,2016-08-01T00:00:00.000,9.38
40,2016-08-08T00:00:00.000,9.34
41,2016-08-15T00:00:00.000,9.34
42,2016-08-22T00:00:00.000,9.58
43,2016-08-29T00:00:00.000,9.93
44,2016-09-05T00:00:00.000,10.56
45,2016-09-12T00:00:00.000,10.8
46,2016-09-19T00:00:00.000,11.33
47,2016-09-26T00:00:00.000,10.68
48,2016-10-03T00:00:00.000,10.62
49,2016-10-10T00:00:00.000,10.52
50,2016-10-17T00:00:00.000,10.64
51,2016-10-24T00:00:00.000,10.6
52,2016-10-31T00:00:00.000,10.02
53,2016-11-07T00:00:00.000,10.61
54,2016-11-14T00:00:00.000,10.18
55,2016-11-21T00:00:00.000,10.42
56,2016-11-28T00:00:00.000,10.5
57,2016-12-05T00:00:00.000,11.94
58,2016-12-12T00:00:00.000,12.28
59,2016-12-19T00:00:00.000,12.47
60,2016-12-26T00:00:00.000,12.82
61,2017-01-02T00:00:00.000,13.25
62,2017-01-09T00:00:00.000,15.36
63,2017-01-16T00:00:00.000,16.5
64,2017-01-23T00:00:00.000,16.76
65,2017-01-30T00:00:00.000,16.09
66,2017-02-06T00:00:00.000,16.17
67,2017-02-13T00:00:00.000,16.11
68,2017-02-20T00:00:00.000,15.97
69,2017-02-27T00:00:00.000,17.22
70,2017-03-06T00:00:00.000,17.68
71,2017-03-13T00:00:00.000,17.81
72,2017-03-20T00:00:00.000,16.88
73,2017-03-27T00:00:00.000,16.06
74,2017-04-03T00:00:00.000,16.06
75,2017-04-10T00:00:00.000,15.65
76,2017-04-17T00:00:00.000,15.3
77,2017-04-24T00:00:00.000,15.76
78,2017-05-01T00:00:00.000,15.85
79,2017-05-08T00:00:00.000,15.87
80,2017-05-15T00:00:00.000,15.54
81,2017-05-22T00:00:00.000,16.31
82,2017-05-29T00:00:00.000,15.88
83,2017-06-05T00:00:00.000,15.76
84,2017-06-12T00:00:00.000,15.16
85,2017-06-19T00:00:00.000,15.18
86,2017-06-26T00:00:00.000,14.88
87,2017-07-03T00:00:00.000,16.06
88,2017-07-10T00:00:00.000,19.18
89,2017-07-17T00:00:00.000,19.98
90,2017-07-24T00:00:00.000,20.09
91,2017-07-31T00:00:00.000,19.85
92,2017-08-07T00:00:00.000,19.81
93,2017-08-14T00:00:00.000,21.08
94,2017-08-21T00:00:00.000,21.98
95,2017-08-28T00:00:00.000,21.32
96,2017-09-04T00:00:00.000,21.09
97,2017-09-11T00:00:00.000,21.1
98,2017-09-18T00:00:00.000,23.16
99,2017-09-25T00:00:00.000,20.87
100,2017-10-02T00:00:00.000,21.87
101,2017-10-09T00:00:00.000,21.55
102,2017-10-16T00:00:00.000,21.32
103,2017-10-23T00:00:00.000,21.42
104,2017-10-30T00:00:00.000,20.58
105,2017-11-06T00:00:00.000,19.36
106,2017-11-13T00:00:00.000,19.18
107,2017-11-20T00:00:00.000,18.9
108,2017-11-27T00:00:00.000,18.89
109,2017-12-04T00:00:00.000,18.25
110,2017-12-11T00:00:00.000,18.29
111,2017-12-18T00:00:00.000,18.59
112,2017-12-25T00:00:00.000,19.77
113,2018-01-01T00:00:00.000,20.75
114,2018-01-08T00:00:00.000,21.05
115,2018-01-15T00:00:00.000,20.89
116,2018-01-22T00:00:00.000,20.02
117,2018-01-29T00:00:00.000,19.91
118,2018-02-05T00:00:00.000,18.32
119,2018-02-12T00:00:00.000,19.05
120,2018-02-19T00:00:00.000,18.76
121,2018-02-26T00:00:00.000,19.06
122,2018-03-05T00:00:00.000,18.65
123,2018-03-12T00:00:00.000,19.1
124,2018-03-19T00:00:00.000,17.72
125,2018-03-26T00:00:00.000,18.71
126,2018-04-02T00:00:00.000,17.74
127,2018-04-09T00:00:00.000,19.24
128,2018-04-16T00:00:00.000,21.03
129,2018-04-23T00:00:00.000,21.03
130,2018-04-30T00:00:00.000,20.5
131,2018-05-07T00:00:00.000,20.68
132,2018-05-14T00:00:00.000,20.31
133,2018-05-21T00:00:00.000,22.03
134,2018-05-28T00:00:00.000,21.88
135,2018-06-04T00:00:00.000,21.25
136,2018-06-11T00:00:00.000,21.87
137,2018-06-18T00:00:00.000,21.84
138,2018-06-25T00:00:00.000,18
139,2018-07-02T00:00:00.000,18.56
140,2018-07-09T00:00:00.000,19.97
141,2018-07-16T00:00:00.000,19.12
142,2018-07-23T00:00:00.000,21.94
143,2018-07-30T00:00:00.000,20.34
144,2018-08-06T00:00:00.000,21.67
145,2018-08-13T00:00:00.000,21.23
146,2018-08-20T00:00:00.000,21.93
147,2018-08-27T00:00:00.000,21.82
148,2018-09-03T00:00:00.000,22.17
149,2018-09-10T00:00:00.000,22.22
150,2018-09-17T00:00:00.000,20.8
151,2018-09-24T00:00:00.000,19.56
152,2018-10-01T00:00:00.000,19.67
153,2018-10-08T00:00:00.000,19.67
154,2018-10-15T00:00:00.000,19.29
155,2018-10-22T00:00:00.000,18.45
156,2018-10-29T00:00:00.000,19.15
157,2018-11-05T00:00:00.000,18.47
158,2018-11-12T00:00:00.000,17.98
159,2018-11-19T00:00:00.000,18.18
160,2018-11-26T00:00:00.000,17.09
161,2018-12-03T00:00:00.000,16.44
162,2018-12-10T00:00:00.000,15.53
163,2018-12-17T00:00:00.000,13.7
164,2018-12-24T00:00:00.000,13.46
165,2018-12-31T00:00:00.000,13.45
166,2019-01-07T00:00:00.000,14.37
167,2019-01-14T00:00:00.000,14.24
168,2019-01-21T00:00:00.000,14.44
169,2019-01-28T00:00:00.000,13.12
170,2019-02-04T00:00:00.000,13.66
171,2019-02-11T00:00:00.000,14.9
172,2019-02-18T00:00:00.000,15.86
173,2019-02-25T00:00:00.000,15.41
174,2019-03-04T00:00:00.000,14.68
175,2019-03-11T00:00:00.000,14.96
176,2019-03-18T00:00:00.000,15.19
177,2019-03-25T00:00:00.000,16.94
178,2019-04-01T00:00:00.000,17.18
179,2019-04-08T00:00:00.000,17
180,2019-04-15T00:00:00.000,16.7
181,2019-04-22T00:00:00.000,15.62
182,2019-04-29T00:00:00.000,17.12
183,2019-05-06T00:00:00.000,16.22
184,2019-05-13T00:00:00.000,14.93
185,2019-05-20T00:00:00.000,14.75
186,2019-05-27T00:00:00.000,17.24
187,2019-06-03T00:00:00.000,19.41
188,2019-06-10T00:00:00.000,20.97
189,2019-06-17T00:00:00.000,22.67
190,2019-06-24T00:00:00.000,23.24
191,2019-07-01T00:00:00.000,25.08
192,2019-07-08T00:00:00.000,22.94
193,2019-07-15T00:00:00.000,21.67
194,2019-07-22T00:00:00.000,23
195,2019-07-29T00:00:00.000,22.97
196,2019-08-05T00:00:00.000,29.7
197,2019-08-12T00:00:00.000,31.15
198,2019-08-19T00:00:00.000,33.56
199,2019-08-26T00:00:00.000,38.27
200,2019-09-02T00:00:00.000,42.26
201,2019-09-09T00:00:00.000,39.06
202,2019-09-16T00:00:00.000,39.78
203,2019-09-23T00:00:00.000,38.39
204,2019-09-30T00:00:00.000,36.58
205,2019-10-07T00:00:00.000,36.28
206,2019-10-14T00:00:00.000,36.22
207,2019-10-21T00:00:00.000,39.84
208,2019-10-28T00:00:00.000,40.2
209,2019-11-04T00:00:00.000,40.81
210,2019-11-11T00:00:00.000,46.96
211,2019-11-18T00:00:00.000,44.85
212,2019-11-25T00:00:00.000,44.19
213,2019-12-02T00:00:00.000,44.13
214,2019-12-09T00:00:00.000,43.4
215,2019-12-16T00:00:00.000,44.49
216,2019-12-23T00:00:00.000,46.48
217,2019-12-30T00:00:00.000,45.09
218,2020-01-06T00:00:00.000,46
219,2020-01-13T00:00:00.000,46.3
220,2020-01-20T00:00:00.000,46.06
221,2020-01-27T00:00:00.000,44.79
222,2020-02-03T00:00:00.000,47.14
223,2020-02-10T00:00:00.000,46
224,2020-02-17T00:00:00.000,45.76
225,2020-02-24T00:00:00.000,43.04
226,2020-03-02T00:00:00.000,41.05
227,2020-03-09T00:00:00.000,39.84
228,2020-03-16T00:00:00.000,40.63
229,2020-03-23T00:00:00.000,39.18
230,2020-03-30T00:00:00.000,37.31
231,2020-04-06T00:00:00.000,43.82
232,2020-04-13T00:00:00.000,48.11
233,2020-04-20T00:00:00.000,71.83
234,2020-04-27T00:00:00.000,79.2
235,2020-05-04T00:00:00.000,94.77
236,2020-05-11T00:00:00.000,112.64
237,2020-05-18T00:00:00.000,89.46
238,2020-05-25T00:00:00.000,52.22
239,2020-06-01T00:00:00.000,48.35
240,2020-06-08T00:00:00.000,39.36
241,2020-06-15T00:00:00.000,32.93
242,2020-06-22T00:00:00.000,31.46
243,2020-06-29T00:00:00.000,32.19
244,2020-07-06T00:00:00.000,32.5
245,2020-07-13T00:00:00.000,31.77
246,2020-07-20T00:00:00.000,29.9
247,2020-07-27T00:00:00.000,28.4
248,2020-08-03T00:00:00.000,28.98
249,2020-08-10T00:00:00.000,34.64
250,2020-08-17T00:00:00.000,32.44
251,2020-08-24T00:00:00.000,30.24
252,2020-08-31T00:00:00.000,28.95
253,2020-09-07T00:00:00.000,30.17
254,2020-09-14T00:00:00.000,28.61
255,2020-09-21T00:00:00.000,26.13
256,2020-09-28T00:00:00.000,27.27
257,2020-10-05T00:00:00.000,31.28
258,2020-10-12T00:00:00.000,34.21
259,2020-10-19T00:00:00.000,33.23
260,2020-10-26T00:00:00.000,32.81
261,2020-11-02T00:00:00.000,35.32
262,2020-11-09T00:00:00.000,35.5
263,2020-11-16T00:00:00.000,36.85
264,2020-11-23T00:00:00.000,38.93
265,2020-11-30T00:00:00.000,43.58
266,2020-12-07T00:00:00.000,45.9
267,2020-12-14T00:00:00.000,52.94
268,2020-12-21T00:00:00.000,51.84
269,2020-12-28T00:00:00.000,56.25
270,2021-01-04T00:00:00.000,65.24
271,2021-01-11T00:00:00.000,63.04
272,2021-01-18T00:00:00.000,65.24
273,2021-01-25T00:00:00.000,56.98
274,2021-02-01T00:00:00.000,63.04
275,2021-02-08T00:00:00.000,62.92
276,2021-02-15T00:00:00.000,76.02
277,2021-02-22T00:00:00.000,74.55
278,2021-03-01T00:00:00.000,72.34
279,2021-03-08T00:00:00.000,77.36
280,2021-03-15T00:00:00.000,88.63
281,2021-03-22T00:00:00.000,78.95
282,2021-03-29T00:00:00.000,82.5
283,2021-04-05T00:00:00.000,87.22
284,2021-04-12T00:00:00.000,88.93
285,2021-04-19T00:00:00.000,88.81
286,2021-04-26T00:00:00.000,92.6
287,2021-05-03T00:00:00.000,97.07
288,2021-05-10T00:00:00.000,82.99
289,2021-05-17T00:00:00.000,94.44
290,2021-05-24T00:00:00.000,96.95
291,2021-05-31T00:00:00.000,101.78
292,2021-06-07T00:00:00.000,112.72
293,2021-06-14T00:00:00.000,117.42
294,2021-06-21T00:00:00.000,119.42
295,2021-06-28T00:00:00.000,121.23
296,2021-07-05T00:00:00.000,115.35
297,2021-07-12T00:00:00.000,111.09
298,2021-07-19T00:00:00.000,118.23
299,2021-07-26T00:00:00.000,114.04
300,2021-08-02T00:00:00.000,126.8
301,2021-08-09T00:00:00.000,135.32
302,2021-08-16T00:00:00.000,120.61
303,2021-08-23T00:00:00.000,124.24
304,2021-08-30T00:00:00.000,122.42
305,2021-09-06T00:00:00.000,131.18
306,2021-09-13T00:00:00.000,145.58
307,2021-09-20T00:00:00.000,136.07
308,2021-09-27T00:00:00.000,121.17
309,2021-10-04T00:00:00.000,111.97
310,2021-10-11T00:00:00.000,109.59
311,2021-10-18T00:00:00.000,110.72
312,2021-10-25T00:00:00.000,116.35
313,2021-11-01T00:00:00.000,131.06
314,2021-11-08T00:00:00.000,135.69
315,2021-11-15T00:00:00.000,137.44
316,2021-11-22T00:00:00.000,128.31
317,2021-11-29T00:00:00.000,142.07
318,2021-12-06T00:00:00.000,141.57
319,2021-12-13T00:00:00.000,141.2
320,2021-12-20T00:00:00.000,161.73
321,2021-12-27T00:00:00.000,173.37
322,2022-01-03T00:00:00.000,175.5
323,2022-01-10T00:00:00.000,166.48
324,2022-01-17T00:00:00.000,161.48
325,2022-01-24T00:00:00.000,161.85
326,2022-01-31T00:00:00.000,144.2
327,2022-02-07T00:00:00.000,160.85
328,2022-02-14T00:00:00.000,163.98
329,2022-02-21T00:00:00.000,164.11
330,2022-02-28T00:00:00.000,158.6
331,2022-03-07T00:00:00.000,174.25
332,2022-03-14T00:00:00.000,218.93
333,2022-03-21T00:00:00.000,214.3
334,2022-03-28T00:00:00.000,202.66
335,2022-04-04T00:00:00.000,191.52
336,2022-04-11T00:00:00.000,196.9
337,2022-04-18T00:00:00.000,218.06
338,2022-04-25T00:00:00.000,239.71
339,2022-05-02T00:00:00.000,250.23
340,2022-05-09T00:00:00.000,267.88
341,2022-05-16T00:00:00.000,274.76
342,2022-05-23T00:00:00.000,248.1
343,2022-05-30T00:00:00.000,245.17
344,2022-06-06T00:00:00.000,199.62
345,2022-06-13T00:00:00.000,174.6
346,2022-06-20T00:00:00.000,179.22
347,2022-06-27T00:00:00.000,166.3
348,2022-07-04T00:00:00.000,191.32
349,2022-07-11T00:00:00.000,180.58
350,2022-07-18T00:00:00.000,192.68
351,2022-07-25T00:00:00.000,227.76
352,2022-08-01T00:00:00.000,233.2
353,2022-08-08T00:00:00.000,211.99
354,2022-08-15T00:00:00.000,201.66
355,2022-08-22T00:00:00.000,184.93
356,2022-08-29T00:00:00.000,154.88
357,2022-09-05T00:00:00.000,148.76
358,2022-09-12T00:00:00.000,129.59
359,2022-09-19T00:00:00.000,112.52
360,2022-09-26T00:00:00.000,118.78
361,2022-10-03T00:00:00.000,118.98
362,2022-10-10T00:00:00.000,123.2
363,2022-10-17T00:00:00.000,129.25
364,2022-10-24T00:00:00.000,121.77
365,2022-10-31T00:00:00.000,112.79
366,2022-11-07T00:00:00.000,126.32
367,2022-11-14T00:00:00.000,127.14
368,2022-11-21T00:00:00.000,132.37
369,2022-11-28T00:00:00.000,132.1
370,2022-12-05T00:00:00.000,129.38
371,2022-12-12T00:00:00.000,125.85
372,2022-12-19T00:00:00.000,131.08
373,2022-12-26T00:00:00.000,120.75
374,2023-01-02T00:00:00.000,119.86
375,2023-01-09T00:00:00.000,130.06
376,2023-01-16T00:00:00.000,142.91
377,2023-01-23T00:00:00.000,134.35
378,2023-01-30T00:00:00.000,148.08
379,2023-02-06T00:00:00.000,180.44
380,2023-02-13T00:00:00.000,182.89
381,2023-02-20T00:00:00.000,180.99
382,2023-02-27T00:00:00.000,197.17
383,2023-03-06T00:00:00.000,206.01
384,2023-03-13T00:00:00.000,205.33
385,2023-03-20T00:00:00.000,198.53
386,2023-03-27T00:00:00.000,205.33
387,2023-04-03T00:00:00.000,196.9
388,2023-04-10T00:00:00.000,221.64
389,2023-04-17T00:00:00.000,210.77
390,2023-04-24T00:00:00.000,191.18
391,2023-05-01T00:00:00.000,134.48
392,2023-05-08T00:00:00.000,168.4
393,2023-05-15T00:00:00.000,164.04
394,2023-05-22T00:00:00.000,166.26
395,2023-05-29T00:00:00.000,165.11
396,2023-06-05T00:00:00.000,164.84
397,2023-06-12T00:00:00.000,167.24
398,2023-06-19T00:00:00.000,163.95
399,2023-06-26T00:00:00.000,165.46
400,2023-07-03T00:00:00.000,176.05
401,2023-07-10T00:00:00.000,205.25
402,2023-07-17T00:00:00.000,181.57
403,2023-07-24T00:00:00.000,181.75
404,2023-07-31T00:00:00.000,177.57
405,2023-08-07T00:00:00.000,160.21
406,2023-08-14T00:00:00.000,163.77
407,2023-08-21T00:00:00.000,159.41
408,2023-08-28T00:00:00.000,165.91
409,2023-09-04T00:00:00.000,164.04
410,2023-09-11T00:00:00.000,162.17
411,2023-09-18T00:00:00.000,152.91
412,2023-09-25T00:00:00.000,153.27
413,2023-10-02T00:00:00.000,154.96
414,2023-10-09T00:00:00.000,148.11
415,2023-10-16T00:00:00.000,139.03
416,2023-10-23T00:00:00.000,130.93
417,2023-10-30T00:00:00.000,109.12
418,2023-11-06T00:00:00.000,108.59
419,2023-11-13T00:00:00.000,107.07
420,2023-11-20T00:00:00.000,105.29
421,2023-11-27T00:00:00.000,101.82
422,2023-12-04T00:00:00.000,98.35
423,2023-12-11T00:00:00.000,111.97
424,2023-12-18T00:00:00.000,131.28
425,2023-12-25T00:00:00.000,120.16
426,2024-01-01T00:00:00.000,151.31
427,2024-01-08T00:00:00.000,139.21
428,2024-01-15T00:00:00.000,135.2
429,2024-01-22T00:00:00.000,134.76
430,2024-01-29T00:00:00.000,120.16
431,2024-02-05T00:00:00.000,114.19
432,2024-02-12T00:00:00.000,115.44
433,2024-02-19T00:00:00.000,120.69
434,2024-02-26T00:00:00.000,120.16
435,2024-03-04T00:00:00.000,119.18
436,2024-03-11T00:00:00.000,110.55
437,2024-03-18T00:00:00.000,111.7
438,2024-03-25T00:00:00.000,124.34
439,2024-04-01T00:00:00.000,124.34
440,2024-04-08T00:00:00.000,131.82
441,2024-04-15T00:00:00.000,135.56
442,2024-04-22T00:00:00.000,149.35
443,2024-04-29T00:00:00.000,131.64
444,2024-05-06T00:00:00.000,156.69
445,2024-05-13T00:00:00.000,150.57
446,2024-05-20T00:00:00.000,154.43
447,2024-05-27T00:00:00.000,163.74
448,2024-06-03T00:00:00.000,170.04
449,2024-06-10T00:00:00.000,154.81
450,2024-06-17T00:00:00.000,163.83
451,2024-06-24T00:00:00.000,162.99
452,2024-07-01T00:00:00.000,152.55
453,2024-07-08T00:00:00.000,140.13
454,2024-07-15T00:00:00.000,140.42
455,2024-07-22T00:00:00.000,140.6
456,2024-07-29T00:00:00.000,148.13
457,2024-08-05T00:00:00.000,144.74
458,2024-08-12T00:00:00.000,138.16
459,2024-08-19T00:00:00.000,142.96
460,2024-08-26T00:00:00.000,137.69
461,2024-09-02T00:00:00.000,128.85
462,2024-09-09T00:00:00.000,131.58
463,2024-09-16T00:00:00.000,142.48
464,2024-09-23T00:00:00.000,153.49
465,2024-09-30T00:00:00.000,130.45
466,2024-10-07T00:00:00.000,133.55
467,2024-10-14T00:00:00.000,149.16
468,2024-10-21T00:00:00.000,161.29
469,2024-10-28T00:00:00.000,156.4
470,2024-11-04T00:00:00.000,149.63
471,2024-11-11T00:00:00.000,158.57
472,2024-11-18T00:00:00.000,150.95
473,2024-11-25T00:00:00.000,143.71
474,2024-12-02T00:00:00.000,149.82
475,2024-12-09T00:00:00.000,146.62
476,2024-12-16T00:00:00.000,144.37
477,2024-12-23T00:00:00.000,143.99
478,2024-12-30T00:00:00.000,150.57
479,2025-01-06T00:00:00.000,134.96
480,2025-01-13T00:00:00.000,126.78
481,2025-01-20T00:00:00.000,124.99
482,2025-01-27T00:00:00.000,130.92
483,2025-02-03T00:00:00.000,135.9
484,2025-02-10T00:00:00.000,141.17
485,2025-02-17T00:00:00.000,140.89
486,2025-02-24T00:00:00.000,138.82
487,2025-03-03T00:00:00.000,137.31
488,2025-03-10T00:00:00.000,132.23
489,2025-03-17T00:00:00.000,127.25
490,2025-03-24T00:00:00.000,137.22
491,2025-03-31T00:00:00.000,113.71
492,2025-04-07T00:00:00.000,122.26
493,2025-04-14T00:00:00.000,127.25
494,2025-04-21T00:00:00.000,129.32
495,2025-04-28T00:00:00.000,124.99
496,2025-05-05T00:00:00.000,129.7
497,2025-05-12T00:00:00.000,167
498,2025-05-19T00:00:00.000,159.1
499,2025-05-26T00:00:00.000,144.4
